event_id,day_index,hour,site_token,metric_raw,layer,pii_status,dataset
B-01140,7,22,SITE-011,88.74,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01141,7,0,SITE-012,69.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01142,7,2,SITE-012,41.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01143,7,4,SITE-012,76.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01144,7,6,SITE-012,49.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01145,7,8,SITE-012,62.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01146,7,10,SITE-012,75.13,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01147,7,12,SITE-012,88.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01148,7,14,SITE-012,79.93,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01149,7,16,SITE-012,46.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01150,7,18,SITE-012,58.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01151,7,20,SITE-012,58.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01152,7,22,SITE-012,68.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01153,8,0,SITE-001,42.78,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01154,8,2,SITE-001,71.02,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01155,8,4,SITE-001,61.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01156,8,6,SITE-001,43.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01157,8,8,SITE-001,64.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01158,8,10,SITE-001,42.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01159,8,12,SITE-001,52.4,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01160,8,14,SITE-001,54.05,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01161,8,16,SITE-001,53.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01162,8,18,SITE-001,78.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01163,8,20,SITE-001,89.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01164,8,22,SITE-001,88.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01165,8,0,SITE-002,56.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01166,8,2,SITE-002,54.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01167,8,4,SITE-002,53.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01168,8,6,SITE-002,92.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01169,8,8,SITE-002,60.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01170,8,10,SITE-002,46.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01171,8,12,SITE-002,72.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01172,8,14,SITE-002,72.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01173,8,16,SITE-002,67.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01174,8,18,SITE-002,52.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01175,8,20,SITE-002,54.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01176,8,22,SITE-002,43.35,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01177,8,0,SITE-003,92.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01178,8,2,SITE-003,65.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01179,8,4,SITE-003,42.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01180,8,6,SITE-003,62.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01181,8,8,SITE-003,84.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01182,8,10,SITE-003,87.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01183,8,12,SITE-003,83.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01184,8,14,SITE-003,80.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01185,8,16,SITE-003,47.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01186,8,18,SITE-003,48.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01187,8,20,SITE-003,65.8,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01188,8,22,SITE-003,65.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01189,8,0,SITE-004,50.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01190,8,2,SITE-004,87.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01191,8,4,SITE-004,69.72,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01192,8,6,SITE-004,65.6,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01193,8,8,SITE-004,66.13,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01194,8,10,SITE-004,42.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01195,8,12,SITE-004,73.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01196,8,14,SITE-004,47.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01197,8,16,SITE-004,64.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01198,8,18,SITE-004,81.4,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01199,8,20,SITE-004,82.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01200,8,22,SITE-004,76.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01201,8,0,SITE-005,44.02,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01202,8,2,SITE-005,59.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01203,8,4,SITE-005,82.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01204,8,6,SITE-005,49.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01205,8,8,SITE-005,59.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01206,8,10,SITE-005,93.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01207,8,12,SITE-005,88.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01208,8,14,SITE-005,44.82,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01209,8,16,SITE-005,87.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01210,8,18,SITE-005,60.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01211,8,20,SITE-005,84.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01212,8,22,SITE-005,71.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01213,8,0,SITE-006,63.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01214,8,2,SITE-006,64.09,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01215,8,4,SITE-006,87.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01216,8,6,SITE-006,41.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01217,8,8,SITE-006,41.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01218,8,10,SITE-006,47.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01219,8,12,SITE-006,56.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01220,8,14,SITE-006,95.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01221,8,16,SITE-006,69.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01222,8,18,SITE-006,47.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01223,8,20,SITE-006,66.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01224,8,22,SITE-006,70.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01225,8,0,SITE-007,52.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01226,8,2,SITE-007,52.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01227,8,4,SITE-007,59.93,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01228,8,6,SITE-007,63.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01229,8,8,SITE-007,66.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01230,8,10,SITE-007,68.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01231,8,12,SITE-007,61.8,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01232,8,14,SITE-007,65.42,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01233,8,16,SITE-007,43.82,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01234,8,18,SITE-007,51.93,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01235,8,20,SITE-007,93.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01236,8,22,SITE-007,83.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01237,8,0,SITE-008,49.8,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01238,8,2,SITE-008,57.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01239,8,4,SITE-008,59.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01240,8,6,SITE-008,81.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01241,8,8,SITE-008,50.05,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01242,8,10,SITE-008,55.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01243,8,12,SITE-008,77.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01244,8,14,SITE-008,43.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01245,8,16,SITE-008,90.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01246,8,18,SITE-008,58.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01247,8,20,SITE-008,87.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01248,8,22,SITE-008,48.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01249,8,0,SITE-009,55.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01250,8,2,SITE-009,56.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01251,8,4,SITE-009,44.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01252,8,6,SITE-009,66.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01253,8,8,SITE-009,82.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01254,8,10,SITE-009,87.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01255,8,12,SITE-009,59.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01256,8,14,SITE-009,85.87,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01257,8,16,SITE-009,72.87,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01258,8,18,SITE-009,62.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01259,8,20,SITE-009,87.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01260,8,22,SITE-009,40.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01261,8,0,SITE-010,88.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01262,8,2,SITE-010,42.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01263,8,4,SITE-010,43.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01264,8,6,SITE-010,47.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01265,8,8,SITE-010,78.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01266,8,10,SITE-010,84.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01267,8,12,SITE-010,80.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01268,8,14,SITE-010,88.13,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01269,8,16,SITE-010,92.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01270,8,18,SITE-010,86.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01271,8,20,SITE-010,45.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01272,8,22,SITE-010,93.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01273,8,0,SITE-011,75.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01274,8,2,SITE-011,90.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01275,8,4,SITE-011,64.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01276,8,6,SITE-011,85.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01277,8,8,SITE-011,56.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01278,8,10,SITE-011,83.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01279,8,12,SITE-011,80.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01280,8,14,SITE-011,92.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01281,8,16,SITE-011,78.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01282,8,18,SITE-011,59.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01283,8,20,SITE-011,67.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01284,8,22,SITE-011,94.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01285,8,0,SITE-012,65.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01286,8,2,SITE-012,60.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01287,8,4,SITE-012,60.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01288,8,6,SITE-012,79.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01289,8,8,SITE-012,46.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01290,8,10,SITE-012,88.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01291,8,12,SITE-012,75.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01292,8,14,SITE-012,76.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01293,8,16,SITE-012,68.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01294,8,18,SITE-012,83.39,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01295,8,20,SITE-012,80.25,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01296,8,22,SITE-012,87.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01297,9,0,SITE-001,52.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01298,9,2,SITE-001,40.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01299,9,4,SITE-001,72.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01300,9,6,SITE-001,47.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01301,9,8,SITE-001,55.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01302,9,10,SITE-001,49.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01303,9,12,SITE-001,84.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01304,9,14,SITE-001,48.52,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01305,9,16,SITE-001,51.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01306,9,18,SITE-001,61.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01307,9,20,SITE-001,67.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01308,9,22,SITE-001,53.35,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01309,9,0,SITE-002,63.6,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01310,9,2,SITE-002,83.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01311,9,4,SITE-002,88.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01312,9,6,SITE-002,48.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01313,9,8,SITE-002,92.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01314,9,10,SITE-002,60.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01315,9,12,SITE-002,68.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01316,9,14,SITE-002,72.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01317,9,16,SITE-002,68.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01318,9,18,SITE-002,88.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01319,9,20,SITE-002,69.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01320,9,22,SITE-002,63.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01321,9,0,SITE-003,62.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01322,9,2,SITE-003,48.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01323,9,4,SITE-003,84.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01324,9,6,SITE-003,77.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01325,9,8,SITE-003,70.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01326,9,10,SITE-003,65.09,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01327,9,12,SITE-003,84.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01328,9,14,SITE-003,87.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01329,9,16,SITE-003,85.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01330,9,18,SITE-003,61.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01331,9,20,SITE-003,69.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01332,9,22,SITE-003,75.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01333,9,0,SITE-004,83.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01334,9,2,SITE-004,51.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01335,9,4,SITE-004,93.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01336,9,6,SITE-004,92.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01337,9,8,SITE-004,70.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01338,9,10,SITE-004,70.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01339,9,12,SITE-004,64.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01340,9,14,SITE-004,57.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01341,9,16,SITE-004,91.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01342,9,18,SITE-004,65.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01343,9,20,SITE-004,73.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01344,9,22,SITE-004,59.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01345,9,0,SITE-005,87.09,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01346,9,2,SITE-005,43.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01347,9,4,SITE-005,52.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01348,9,6,SITE-005,56.78,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01349,9,8,SITE-005,99.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01350,9,10,SITE-005,81.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01351,9,12,SITE-005,83.35,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01352,9,14,SITE-005,92.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01353,9,16,SITE-005,70.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01354,9,18,SITE-005,59.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01355,9,20,SITE-005,52.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01356,9,22,SITE-005,57.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01357,9,0,SITE-006,94.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01358,9,2,SITE-006,52.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01359,9,4,SITE-006,78.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01360,9,6,SITE-006,94.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01361,9,8,SITE-006,52.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01362,9,10,SITE-006,87.87,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01363,9,12,SITE-006,80.6,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01364,9,14,SITE-006,93.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01365,9,16,SITE-006,56.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01366,9,18,SITE-006,78.15,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01367,9,20,SITE-006,55.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01368,9,22,SITE-006,92.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01369,9,0,SITE-007,43.52,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01370,9,2,SITE-007,70.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01371,9,4,SITE-007,48.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01372,9,6,SITE-007,93.72,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01373,9,8,SITE-007,41.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01374,9,10,SITE-007,40.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01375,9,12,SITE-007,73.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01376,9,14,SITE-007,73.22,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01377,9,16,SITE-007,46.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01378,9,18,SITE-007,72.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01379,9,20,SITE-007,74.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01380,9,22,SITE-007,93.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01381,9,0,SITE-008,68.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01382,9,2,SITE-008,57.6,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01383,9,4,SITE-008,77.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01384,9,6,SITE-008,60.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01385,9,8,SITE-008,54.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01386,9,10,SITE-008,74.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01387,9,12,SITE-008,87.4,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01388,9,14,SITE-008,99.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01389,9,16,SITE-008,61.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01390,9,18,SITE-008,65.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01391,9,20,SITE-008,94.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01392,9,22,SITE-008,89.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01393,9,0,SITE-009,85.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01394,9,2,SITE-009,68.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01395,9,4,SITE-009,45.72,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01396,9,6,SITE-009,81.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01397,9,8,SITE-009,89.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01398,9,10,SITE-009,59.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01399,9,12,SITE-009,81.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01400,9,14,SITE-009,52.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01401,9,16,SITE-009,56.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01402,9,18,SITE-009,70.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01403,9,20,SITE-009,78.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01404,9,22,SITE-009,46.31,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01405,9,0,SITE-010,76.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01406,9,2,SITE-010,74.39,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01407,9,4,SITE-010,82.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01408,9,6,SITE-010,61.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01409,9,8,SITE-010,50.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01410,9,10,SITE-010,88.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01411,9,12,SITE-010,44.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01412,9,14,SITE-010,43.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01413,9,16,SITE-010,64.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01414,9,18,SITE-010,56.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01415,9,20,SITE-010,62.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01416,9,22,SITE-010,82.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01417,9,0,SITE-011,85.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01418,9,2,SITE-011,80.21,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01419,9,4,SITE-011,44.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01420,9,6,SITE-011,90.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01421,9,8,SITE-011,66.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01422,9,10,SITE-011,87.05,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01423,9,12,SITE-011,42.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01424,9,14,SITE-011,53.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
